"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Malaysia","Côte d'Ivoire","2012","1","1","1","1"
"Malaysia","Dem. Rep. of the Congo","2012","6","6","6","6"
"Malaysia","Egypt","2012","1","1","1","1"
"Malaysia","Eritrea","2012","7","7","7","7"
"Malaysia","Ethiopia","2012","4","4","4","4"
"Malaysia","Fiji","2012","2","2","2","2"
"Malaysia","Guinea","2012","1","1","1","1"
"Malaysia","Indonesia","2012","10","10","901","901"
"Malaysia","Iraq","2012","475","475","475","475"
"Malaysia","Islamic Rep. of Iran","2012","148","148","148","148"
"Malaysia","Jordan","2012","3","3","3","3"
"Malaysia","Kenya","2012","3","3","3","3"
"Malaysia","Kuwait","2012","1","1","1","1"
"Malaysia","Lao People's Dem. Rep.","2012","0","0","1","1"
"Malaysia","Lebanon","2012","1","1","1","1"
"Malaysia","Liberia","2012","10","10","10","10"
"Malaysia","Mali","2012","1","1","1","1"
"Malaysia","Myanmar","2012","84640","84640","84671","84671"
"Malaysia","Nepal","2012","7","7","9","9"
"Malaysia","Nigeria","2012","2","2","2","2"
"Malaysia","Pakistan","2012","96","96","96","96"
"Malaysia","Russian Federation","2012","4","4","5","5"
"Malaysia","Rwanda","2012","1","1","1","1"
"Malaysia","Sierra Leone","2012","3","3","3","3"
"Malaysia","Somalia","2012","929","929","929","929"
"Malaysia","Sri Lanka","2012","2018","2018","2021","2021"
"Malaysia","State of Palestine","2012","235","235","235","235"
"Malaysia","Sudan","2012","78","78","78","78"
"Malaysia","Syrian Arab Rep.","2012","4","4","4","4"
"Malaysia","Thailand","2012","2","2","14","14"
"Malaysia","United Arab Emirates","2012","2","2","2","2"
"Malaysia","Viet Nam","2012","9","9","9","9"
"Malaysia","Western Sahara","2012","1","1","1","1"
"Malaysia","Yemen","2012","26","26","26","26"
"Malaysia","Zimbabwe","2012","2","2","2","2"
"Mali","Algeria","2012","0","0","0","0"
"Mali","Benin","2012","0","0","0","0"
"Mali","Burkina Faso","2012","0","0","0","0"
"Mali","Burundi","2012","25","25","25","25"
"Mali","Cameroon","2012","0","0","0","0"
"Mali","Central African Rep.","2012","4","4","4","4"
"Mali","Chad","2012","0","0","0","0"
"Mali","Congo","2012","28","28","28","28"
"Mali","Côte d'Ivoire","2012","1116","1116","1116","1116"
"Mali","Dem. Rep. of the Congo","2012","155","155","155","155"
"Mali","Eritrea","2012","0","0","0","0"
"Mali","Ethiopia","2012","0","0","0","0"
"Mali","Gambia","2012","0","0","0","0"
"Mali","Guinea","2012","3","3","3","3"
"Mali","Guinea-Bissau","2012","0","0","0","0"
"Mali","Liberia","2012","124","124","124","124"
"Mali","Mauritania","2012","12436","12436","12436","12436"
"Mali","Niger","2012","0","0","0","0"
"Mali","Nigeria","2012","0","0","0","0"
"Mali","Rwanda","2012","30","30","30","30"
"Mali","Senegal","2012","0","0","0","0"
"Mali","Togo","2012","6","6","6","6"
"Mali","Tunisia","2012","1","1","1","1"
"Mali","Uganda","2012","0","0","0","0"
"Malta","Bangladesh","2012","5","0","5","0"
"Malta","Cameroon","2012","5","0","5","0"
"Malta","Chad","2012","4","0","4","0"
"Malta","China","2012","3","0","3","0"
"Malta","Côte d'Ivoire","2012","30","0","30","0"
"Malta","Dem. Rep. of the Congo","2012","64","0","64","0"
"Malta","Egypt","2012","8","0","8","0"
"Malta","Eritrea","2012","1681","0","1681","0"
"Malta","Ethiopia","2012","93","0","93","0"
"Malta","Georgia","2012","3","0","3","0"
"Malta","India","2012","1","0","1","0"
"Malta","Iraq","2012","24","0","24","0"
"Malta","Islamic Rep. of Iran","2012","3","0","3","0"
"Malta","Kazakhstan","2012","1","0","1","0"
"Malta","Liberia","2012","2","0","2","0"
"Malta","Libya","2012","68","0","68","0"
"Malta","Mali","2012","8","0","8","0"
"Malta","Morocco","2012","5","0","5","0"
"Malta","Myanmar","2012","1","0","1","0"
"Malta","Nepal","2012","1","0","1","0"
"Malta","Nigeria","2012","11","0","11","0"
"Malta","Pakistan","2012","40","0","40","0"
"Malta","Saudi Arabia","2012","1","0","1","0"
"Malta","Serbia (and Kosovo: S/RES/1244 (1999))","2012","2","0","2","0"
"Malta","Sierra Leone","2012","0","0","0","0"
"Malta","Somalia","2012","5041","0","5041","0"
"Malta","Sri Lanka","2012","7","0","7","0"
"Malta","State of Palestine","2012","22","0","22","0"
"Malta","Sudan","2012","301","0","301","0"
"Malta","Syrian Arab Rep.","2012","191","0","191","0"
"Malta","Togo","2012","2","0","2","0"
"Malta","Tunisia","2012","4","0","4","0"
"Malta","Turkey","2012","1","0","1","0"
"Malta","Turkmenistan","2012","2","0","2","0"
"Malta","Various","2012","613","0","613","0"
"Mauritania","Angola","2012","0","0","0","0"
"Mauritania","Cameroon","2012","3","3","3","3"
"Mauritania","Central African Rep.","2012","1","1","1","1"
"Mauritania","Chad","2012","3","3","3","3"
"Mauritania","Congo","2012","11","11","11","11"
"Mauritania","Côte d'Ivoire","2012","276","276","276","276"
"Mauritania","Dem. Rep. of the Congo","2012","70","70","70","70"
"Mauritania","Guinea","2012","4","4","4","4"
"Mauritania","Iraq","2012","30","30","30","30"
"Mauritania","Liberia","2012","9","9","9","9"
"Mauritania","Mali","2012","54029","54029","54029","54029"
"Mauritania","Senegal","2012","9","9","9","9"
"Mauritania","State of Palestine","2012","13","13","13","13"
"Mauritania","Sudan","2012","4","4","4","4"
"Mauritania","Togo","2012","33","33","33","33"
"Mauritania","Tunisia","2012","1","1","1","1"
"Mauritania","Western Sahara","2012","0","0","26000","0"
"Mexico","Afghanistan","2012","2","1","2","1"
"Mexico","Albania","2012","4","0","4","0"
"Mexico","Algeria","2012","1","1","1","1"
"Mexico","Angola","2012","3","0","3","0"
"Mexico","Bangladesh","2012","4","2","4","2"
"Mexico","Belize","2012","1","0","1","0"
"Mexico","Bolivia (Plurinational State of)","2012","1","0","1","0"
"Mexico","Brazil","2012","1","1","1","1"
"Mexico","Burundi","2012","1","0","1","0"
"Mexico","Cambodia","2012","0","0","0","0"
"Mexico","Cameroon","2012","11","2","11","2"
"Mexico","Chile","2012","2","0","2","0"
"Mexico","China","2012","5","0","5","0"
"Mexico","Colombia","2012","247","25","247","25"
"Mexico","Congo","2012","11","0","11","0"
"Mexico","Côte d'Ivoire","2012","2","0","2","0"
"Mexico","Cuba","2012","41","8","41","8"
"Mexico","Dem. People's Rep. of Korea","2012","0","0","0","0"
"Mexico","Dem. Rep. of the Congo","2012","58","10","58","10"
"Mexico","Dominican Rep.","2012","6","5","6","5"
"Mexico","Ecuador","2012","1","0","1","0"
"Mexico","Egypt","2012","1","0","1","0"
"Mexico","El Salvador","2012","324","50","324","50"
"Mexico","Eritrea","2012","5","0","5","0"
"Mexico","Ethiopia","2012","3","1","3","1"
"Mexico","Gambia","2012","0","0","0","0"
"Mexico","Ghana","2012","2","0","2","0"
"Mexico","Guatemala","2012","312","20","312","20"
"Mexico","Guinea","2012","0","0","0","0"
"Mexico","Haiti","2012","173","19","173","19"
"Mexico","Honduras","2012","157","27","157","27"
"Mexico","India","2012","6","2","6","2"
"Mexico","Indonesia","2012","1","0","1","0"
"Mexico","Iraq","2012","31","5","31","5"
"Mexico","Islamic Rep. of Iran","2012","22","4","22","4"
"Mexico","Israel","2012","0","0","0","0"
"Mexico","Jamaica","2012","2","1","2","1"
"Mexico","Jordan","2012","1","0","1","0"
"Mexico","Kenya","2012","0","0","0","0"
"Mexico","Lebanon","2012","1","0","1","0"
"Mexico","Myanmar","2012","0","0","0","0"
"Mexico","Nepal","2012","0","0","0","0"
"Mexico","Nicaragua","2012","14","2","14","2"
"Mexico","Nigeria","2012","3","2","3","2"
"Mexico","Pakistan","2012","1","0","1","0"
"Mexico","Peru","2012","10","2","10","2"
"Mexico","Rep. of Korea","2012","0","0","0","0"
"Mexico","Romania","2012","7","1","7","1"
"Mexico","Russian Federation","2012","5","2","5","2"
"Mexico","Rwanda","2012","1","1","1","1"
"Mexico","Saudi Arabia","2012","0","0","0","0"
"Mexico","Senegal","2012","0","0","0","0"
"Mexico","Serbia (and Kosovo: S/RES/1244 (1999))","2012","2","0","2","0"
"Mexico","Sierra Leone","2012","1","0","1","0"
"Mexico","Somalia","2012","0","0","0","0"
"Mexico","South Africa","2012","1","0","1","0"
"Mexico","Sri Lanka","2012","17","8","17","8"
"Mexico","State of Palestine","2012","3","1","3","1"
"Mexico","Sudan","2012","0","0","0","0"
"Mexico","Syrian Arab Rep.","2012","2","0","2","0"
"Mexico","The former Yugoslav Rep. of Macedonia","2012","1","0","1","0"
"Mexico","Togo","2012","0","0","0","0"
"Mexico","Tunisia","2012","0","0","0","0"
"Mexico","Turkey","2012","0","0","0","0"
"Mexico","Uganda","2012","0","0","0","0"
"Mexico","Uzbekistan","2012","0","0","0","0"
"Mexico","Venezuela (Bolivarian Republic of)","2012","9","3","9","3"
"Mexico","Viet Nam","2012","0","0","0","0"
"Mexico","Zimbabwe","2012","0","0","0","0"
"Monaco","Various","2012","37","0","37","0"
"Mongolia","China","2012","4","4","4","4"
"Montenegro","Belarus","2012","1","1","1","1"
"Montenegro","Bosnia and Herzegovina","2012","1976","1976","1976","1976"
"Montenegro","Croatia","2012","713","713","713","713"
"Montenegro","Iraq","2012","1","1","1","1"
"Montenegro","Morocco","2012","2","2","2","2"
"Montenegro","Serbia (and Kosovo: S/RES/1244 (1999))","2012","8504","8504","8504","8504"
"Montenegro","Yemen","2012","1","1","1","1"
"Morocco","Afghanistan","2012","0","0","0","0"
"Morocco","Algeria","2012","1","1","1","1"
"Morocco","Angola","2012","0","0","0","0"
"Morocco","Cameroon","2012","6","6","6","6"
"Morocco","Central African Rep.","2012","3","3","3","3"
"Morocco","Chad","2012","4","4","4","4"
"Morocco","China","2012","1","1","1","1"
"Morocco","Congo","2012","9","9","9","9"
"Morocco","Côte d'Ivoire","2012","312","312","312","312"
"Morocco","Dem. Rep. of the Congo","2012","181","181","181","181"
"Morocco","Eritrea","2012","3","3","3","3"
"Morocco","Gambia","2012","1","1","1","1"
"Morocco","Guinea","2012","3","3","3","3"
"Morocco","Iraq","2012","147","147","147","147"
"Morocco","Islamic Rep. of Iran","2012","0","0","0","0"
"Morocco","Liberia","2012","4","4","4","4"
"Morocco","Libya","2012","0","0","0","0"
"Morocco","Niger","2012","1","1","1","1"
"Morocco","Nigeria","2012","5","5","5","5"
"Morocco","Pakistan","2012","7","7","7","7"
"Morocco","Rwanda","2012","5","5","5","5"
"Morocco","Senegal","2012","4","4","4","4"
"Morocco","Sierra Leone","2012","0","0","0","0"
"Morocco","Somalia","2012","7","7","7","7"
"Morocco","Sri Lanka","2012","1","1","1","1"
"Morocco","State of Palestine","2012","31","31","31","31"
"Morocco","Sudan","2012","4","4","4","4"
"Morocco","Togo","2012","2","2","2","2"
"Morocco","Tunisia","2012","1","1","1","1"
"Morocco","Uganda","2012","1","1","1","1"
"Morocco","Yemen","2012","0","0","0","0"
"Morocco","Zimbabwe","2012","0","0","0","0"
"Mozambique","Afghanistan","2012","1","0","1","0"
"Mozambique","Angola","2012","3","2","3","2"
"Mozambique","Burundi","2012","976","326","976","326"
"Mozambique","Congo","2012","11","6","11","6"
"Mozambique","Cuba","2012","1","0","1","0"
"Mozambique","Dem. Rep. of the Congo","2012","2527","2047","2527","2047"
"Mozambique","Ethiopia","2012","2","2","2","2"
"Mozambique","Liberia","2012","1","0","1","0"
"Mozambique","Madagascar","2012","1","0","1","0"
"Mozambique","Rwanda","2012","777","203","777","203"
"Mozambique","Sierra Leone","2012","1","0","1","0"
"Mozambique","Somalia","2012","89","0","89","0"
"Mozambique","Sudan","2012","5","0","5","0"
"Mozambique","Uganda","2012","3","0","3","0"
"Namibia","Angola","2012","0","0","0","0"
"Namibia","Burundi","2012","214","214","214","214"
"Namibia","Cameroon","2012","4","4","4","4"
"Namibia","Central African Rep.","2012","2","2","2","2"
"Namibia","Congo","2012","3","3","3","3"
"Namibia","Dem. Rep. of the Congo","2012","1436","1436","1436","1436"
"Namibia","Eritrea","2012","1","1","1","1"
"Namibia","Ethiopia","2012","1","1","1","1"
"Namibia","Rwanda","2012","109","109","109","109"
"Namibia","Somalia","2012","4","4","4","4"
"Namibia","Sudan","2012","4","4","4","4"
"Namibia","Uganda","2012","4","4","4","4"
"Namibia","Zimbabwe","2012","24","24","24","24"
"Nepal","Afghanistan","2012","2","2","2","2"
"Nepal","Bangladesh","2012","2","2","2","2"
"Nepal","Bhutan","2012","40971","40971","40971","40971"
"Nepal","Dem. Rep. of the Congo","2012","4","4","4","4"
"Nepal","Iraq","2012","4","4","4","4"
"Nepal","Islamic Rep. of Iran","2012","4","4","4","4"
"Nepal","Myanmar","2012","47","47","47","47"
"Nepal","Pakistan","2012","169","169","169","169"
"Nepal","Somalia","2012","50","50","50","50"
"Nepal","Sri Lanka","2012","11","11","11","11"
"Nepal","Tibetans","2012","15000","0","15000","0"
"Netherlands","Afghanistan","2012","6126","0","6126","0"
"Netherlands","Albania","2012","18","0","18","0"
"Netherlands","Algeria","2012","29","0","29","0"
"Netherlands","Andorra","2012","1","0","1","0"
"Netherlands","Angola","2012","722","0","722","0"
"Netherlands","Argentina","2012","1","0","1","0"
"Netherlands","Armenia","2012","926","0","926","0"
"Netherlands","Azerbaijan","2012","1436","0","1436","0"
"Netherlands","Bangladesh","2012","31","0","31","0"
"Netherlands","Belarus","2012","110","0","110","0"
"Netherlands","Belgium","2012","1","0","1","0"
"Netherlands","Benin","2012","11","0","11","0"
"Netherlands","Bhutan","2012","211","0","211","0"
"Netherlands","Bosnia and Herzegovina","2012","247","0","247","0"
"Netherlands","Botswana","2012","1","0","1","0"
"Netherlands","Brazil","2012","2","0","2","0"
"Netherlands","Bulgaria","2012","3","0","3","0"
"Netherlands","Burkina Faso","2012","11","0","11","0"
"Netherlands","Burundi","2012","1656","0","1656","0"
"Netherlands","Cabo Verde","2012","0","0","0","0"
"Netherlands","Cambodia","2012","31","0","31","0"
"Netherlands","Cameroon","2012","179","0","179","0"
"Netherlands","Central African Rep.","2012","6","0","6","0"
"Netherlands","Chad","2012","17","0","17","0"
"Netherlands","Chile","2012","2","0","2","0"
"Netherlands","China","2012","1117","0","1117","0"
"Netherlands","Colombia","2012","295","0","295","0"
"Netherlands","Congo","2012","680","0","680","0"
"Netherlands","Côte d'Ivoire","2012","645","0","645","0"
"Netherlands","Croatia","2012","23","0","23","0"
"Netherlands","Cuba","2012","15","0","15","0"
"Netherlands","Dem. People's Rep. of Korea","2012","58","0","58","0"
"Netherlands","Dem. Rep. of the Congo","2012","833","0","833","0"
"Netherlands","Djibouti","2012","10","0","10","0"
"Netherlands","Ecuador","2012","10","0","10","0"
"Netherlands","Egypt","2012","92","0","92","0"
"Netherlands","El Salvador","2012","1","0","1","0"
"Netherlands","Eritrea","2012","2103","0","2103","0"
"Netherlands","Ethiopia","2012","726","0","726","0"
"Netherlands","France","2012","1","0","1","0"
"Netherlands","Gabon","2012","3","0","3","0"
"Netherlands","Gambia","2012","22","0","22","0"
"Netherlands","Georgia","2012","117","0","117","0"
"Netherlands","Germany","2012","1","0","1","0"
"Netherlands","Ghana","2012","3","0","3","0"
"Netherlands","Greece","2012","1","0","1","0"
"Netherlands","Guinea","2012","825","0","825","0"
"Netherlands","Guinea-Bissau","2012","5","0","5","0"
"Netherlands","Haiti","2012","2","0","2","0"
"Netherlands","Honduras","2012","6","0","6","0"
"Netherlands","Hungary","2012","0","0","0","0"
"Netherlands","India","2012","6","0","6","0"
"Netherlands","Indonesia","2012","28","0","28","0"
"Netherlands","Iraq","2012","18012","0","18012","0"
"Netherlands","Islamic Rep. of Iran","2012","3354","0","3354","0"
"Netherlands","Israel","2012","2","0","2","0"
"Netherlands","Jamaica","2012","53","0","53","0"
"Netherlands","Jordan","2012","9","0","9","0"
"Netherlands","Kazakhstan","2012","98","0","98","0"
"Netherlands","Kenya","2012","32","0","32","0"
"Netherlands","Kuwait","2012","8","0","8","0"
"Netherlands","Kyrgyzstan","2012","64","0","64","0"
"Netherlands","Lao People's Dem. Rep.","2012","33","0","33","0"
"Netherlands","Latvia","2012","3","0","3","0"
"Netherlands","Lebanon","2012","46","0","46","0"
"Netherlands","Liberia","2012","431","0","431","0"
"Netherlands","Libya","2012","309","0","309","0"
"Netherlands","Malawi","2012","2","0","2","0"
"Netherlands","Malaysia","2012","8","0","8","0"
"Netherlands","Mali","2012","10","0","10","0"
"Netherlands","Mauritania","2012","17","0","17","0"
"Netherlands","Mexico","2012","3","0","3","0"
"Netherlands","Mongolia","2012","41","0","41","0"
"Netherlands","Morocco","2012","15","0","15","0"
"Netherlands","Myanmar","2012","795","0","795","0"
"Netherlands","Namibia","2012","4","0","4","0"
"Netherlands","Nepal","2012","385","0","385","0"
"Netherlands","Netherlands","2012","4","0","4","0"
"Netherlands","Niger","2012","43","0","43","0"
"Netherlands","Nigeria","2012","213","0","213","0"
"Netherlands","Norway","2012","1","0","1","0"
"Netherlands","Pakistan","2012","249","0","249","0"
"Netherlands","Panama","2012","1","0","1","0"
"Netherlands","Peru","2012","9","0","9","0"
"Netherlands","Philippines","2012","15","0","15","0"
"Netherlands","Rep. of Korea","2012","4","0","4","0"
"Netherlands","Rep. of Moldova","2012","7","0","7","0"
"Netherlands","Romania","2012","13","0","13","0"
"Netherlands","Russian Federation","2012","880","0","880","0"
"Netherlands","Rwanda","2012","363","0","363","0"
"Netherlands","Saudi Arabia","2012","20","0","20","0"
"Netherlands","Senegal","2012","16","0","16","0"
"Netherlands","Serbia (and Kosovo: S/RES/1244 (1999))","2012","565","0","565","0"
"Netherlands","Sierra Leone","2012","1000","0","1000","0"
"Netherlands","Slovakia","2012","8","0","8","0"
"Netherlands","Somalia","2012","16286","0","16286","0"
"Netherlands","South Africa","2012","2","0","2","0"
"Netherlands","Spain","2012","1","0","1","0"
"Netherlands","Sri Lanka","2012","644","0","644","0"
"Netherlands","State of Palestine","2012","55","0","55","0"
"Netherlands","Stateless","2012","622","0","622","0"
"Netherlands","Sudan","2012","1233","0","1233","0"
"Netherlands","Swaziland","2012","1","0","1","0"
"Netherlands","Sweden","2012","1","0","1","0"
"Netherlands","Syrian Arab Rep.","2012","1449","0","1449","0"
"Netherlands","Tajikistan","2012","56","0","56","0"
"Netherlands","The former Yugoslav Rep. of Macedonia","2012","10","0","10","0"
"Netherlands","Togo","2012","157","0","157","0"
"Netherlands","Trinidad and Tobago","2012","5","0","5","0"
"Netherlands","Tunisia","2012","38","0","38","0"
"Netherlands","Turkey","2012","499","0","499","0"
"Netherlands","Turkmenistan","2012","20","0","20","0"
"Netherlands","Uganda","2012","230","0","230","0"
"Netherlands","Ukraine","2012","74","0","74","0"
"Netherlands","United Kingdom","2012","1","0","1","0"
"Netherlands","United Rep. of Tanzania","2012","5","0","5","0"
"Netherlands","United States","2012","1","0","1","0"
"Netherlands","Uzbekistan","2012","195","0","195","0"
"Netherlands","Various","2012","3665","0","3665","0"
"Netherlands","Viet Nam","2012","28","0","28","0"
"Netherlands","Yemen","2012","43","0","43","0"
"Netherlands","Zambia","2012","2","0","2","0"
"Netherlands","Zimbabwe","2012","35","0","35","0"
"New Zealand","Afghanistan","2012","29","0","29","0"
"New Zealand","Albania","2012","1","0","1","0"
"New Zealand","Algeria","2012","21","0","21","0"
"New Zealand","Angola","2012","1","0","1","0"
"New Zealand","Bahrain","2012","20","0","20","0"
"New Zealand","Bangladesh","2012","7","0","7","0"
"New Zealand","Belarus","2012","3","0","3","0"
"New Zealand","Bhutan","2012","0","0","0","0"
"New Zealand","Brazil","2012","1","0","1","0"
"New Zealand","Bulgaria","2012","7","0","7","0"
"New Zealand","Burundi","2012","1","0","1","0"
"New Zealand","Cambodia","2012","3","0","3","0"
"New Zealand","Cameroon","2012","5","0","5","0"
"New Zealand","Chad","2012","1","0","1","0"
"New Zealand","Chile","2012","6","0","6","0"
"New Zealand","China","2012","126","0","126","0"
"New Zealand","Colombia","2012","17","0","17","0"
"New Zealand","Congo","2012","8","0","8","0"
"New Zealand","Cuba","2012","4","0","4","0"
"New Zealand","Czech Rep.","2012","69","0","69","0"
"New Zealand","Dem. Rep. of the Congo","2012","6","0","6","0"
"New Zealand","Dominican Rep.","2012","2","0","2","0"
"New Zealand","Ecuador","2012","0","0","0","0"
"New Zealand","Egypt","2012","23","0","23","0"
"New Zealand","El Salvador","2012","4","0","4","0"
"New Zealand","Eritrea","2012","8","0","8","0"
"New Zealand","Ethiopia","2012","16","0","16","0"
"New Zealand","Fiji","2012","15","0","15","0"
"New Zealand","Georgia","2012","1","0","1","0"
"New Zealand","Guinea","2012","1","0","1","0"
"New Zealand","Hungary","2012","1","0","1","0"
"New Zealand","India","2012","7","0","7","0"
"New Zealand","Iraq","2012","188","0","188","0"
"New Zealand","Islamic Rep. of Iran","2012","339","0","339","0"
"New Zealand","Israel","2012","4","0","4","0"
"New Zealand","Jordan","2012","15","0","15","0"
"New Zealand","Kenya","2012","2","0","2","0"
"New Zealand","Kiribati","2012","1","0","1","0"
"New Zealand","Kuwait","2012","7","0","7","0"
"New Zealand","Kyrgyzstan","2012","9","0","9","0"
"New Zealand","Lao People's Dem. Rep.","2012","0","0","0","0"
"New Zealand","Lebanon","2012","5","0","5","0"
"New Zealand","Liberia","2012","0","0","0","0"
"New Zealand","Libya","2012","9","0","9","0"
"New Zealand","Macao SAR, China","2012","0","0","0","0"
"New Zealand","Madagascar","2012","4","0","4","0"
"New Zealand","Malaysia","2012","2","0","2","0"
"New Zealand","Mexico","2012","3","0","3","0"
"New Zealand","Mongolia","2012","2","0","2","0"
"New Zealand","Morocco","2012","0","0","0","0"
"New Zealand","Myanmar","2012","36","0","36","0"
"New Zealand","Nepal","2012","17","0","17","0"
"New Zealand","Nigeria","2012","2","0","2","0"
"New Zealand","Pakistan","2012","39","0","39","0"
"New Zealand","Papua New Guinea","2012","1","0","1","0"
"New Zealand","Rep. of Korea","2012","1","0","1","0"
"New Zealand","Russian Federation","2012","4","0","4","0"
"New Zealand","Rwanda","2012","3","0","3","0"
"New Zealand","Saudi Arabia","2012","24","0","24","0"
"New Zealand","Serbia (and Kosovo: S/RES/1244 (1999))","2012","5","0","5","0"
"New Zealand","Sierra Leone","2012","0","0","0","0"
"New Zealand","Slovakia","2012","7","0","7","0"
"New Zealand","Solomon Islands","2012","1","0","1","0"
"New Zealand","Somalia","2012","45","0","45","0"
"New Zealand","South Africa","2012","3","0","3","0"
"New Zealand","Sri Lanka","2012","98","0","98","0"
"New Zealand","State of Palestine","2012","13","0","13","0"
"New Zealand","Stateless","2012","4","0","4","0"
"New Zealand","Sudan","2012","14","0","14","0"
"New Zealand","Syrian Arab Rep.","2012","41","0","41","0"
"New Zealand","Thailand","2012","1","0","1","0"
"New Zealand","The former Yugoslav Rep. of Macedonia","2012","0","0","0","0"
"New Zealand","Togo","2012","0","0","0","0"
"New Zealand","Tunisia","2012","2","0","2","0"
"New Zealand","Turkey","2012","20","0","20","0"
"New Zealand","Uganda","2012","1","0","1","0"
"New Zealand","Ukraine","2012","1","0","1","0"
"New Zealand","Uzbekistan","2012","2","0","2","0"
"New Zealand","Various","2012","0","0","0","0"
"New Zealand","Viet Nam","2012","3","0","3","0"
"New Zealand","Yemen","2012","2","0","2","0"
"New Zealand","Zimbabwe","2012","123","0","123","0"
"Nicaragua","Central African Rep.","2012","1","1","1","1"
"Nicaragua","Colombia","2012","8","2","8","2"
"Nicaragua","Congo","2012","0","0","0","0"
"Nicaragua","Costa Rica","2012","1","1","1","1"
"Nicaragua","Cuba","2012","6","6","6","6"
"Nicaragua","El Salvador","2012","69","69","69","69"
"Nicaragua","Guatemala","2012","8","3","8","3"
"Nicaragua","Honduras","2012","33","4","33","4"
"Nicaragua","India","2012","1","0","1","0"
"Nicaragua","Peru","2012","2","0","2","0"
"Nicaragua","Somalia","2012","0","0","0","0"
"Niger","Cameroon","2012","6","6","6","6"
"Niger","Central African Rep.","2012","3","3","3","3"
"Niger","Chad","2012","142","142","142","142"
"Niger","Congo","2012","3","3","3","3"
"Niger","Côte d'Ivoire","2012","28","28","28","28"
"Niger","Dem. Rep. of the Congo","2012","68","68","68","68"
"Niger","Iraq","2012","6","6","6","6"
"Niger","Islamic Rep. of Iran","2012","1","1","1","1"
"Niger","Liberia","2012","2","2","2","2"
"Niger","Mali","2012","50204","50204","50204","50204"
"Niger","Rwanda","2012","27","27","27","27"
"Niger","Somalia","2012","9","9","9","9"
"Niger","Sudan","2012","9","9","9","9"
"Niger","Togo","2012","2","2","2","2"
"Nigeria","Angola","2012","7","7","7","7"
"Nigeria","Burundi","2012","6","6","6","6"
"Nigeria","Cameroon","2012","858","858","858","858"
"Nigeria","Central African Rep.","2012","7","7","7","7"
"Nigeria","Chad","2012","213","213","213","213"
"Nigeria","Congo","2012","4","4","4","4"
"Nigeria","Côte d'Ivoire","2012","148","148","148","148"
"Nigeria","Dem. Rep. of the Congo","2012","860","860","860","860"
"Nigeria","Egypt","2012","3","3","3","3"
"Nigeria","Equatorial Guinea","2012","4","4","4","4"
"Nigeria","Eritrea","2012","15","15","15","15"
"Nigeria","Ethiopia","2012","29","29","29","29"
"Nigeria","Ghana","2012","71","71","71","71"
"Nigeria","Guinea","2012","44","44","44","44"
"Nigeria","Guinea-Bissau","2012","6","6","6","6"
"Nigeria","Iraq","2012","2","2","2","2"
"Nigeria","Liberia","2012","564","564","564","564"
"Nigeria","Libya","2012","2","2","2","2"
"Nigeria","Mali","2012","9","9","9","9"
"Nigeria","Niger","2012","1","1","1","1"
"Nigeria","Rwanda","2012","36","36","36","36"
"Nigeria","Sierra Leone","2012","50","50","50","50"
"Nigeria","Somalia","2012","21","21","21","21"
"Nigeria","Sri Lanka","2012","15","15","15","15"
"Nigeria","State of Palestine","2012","7","7","7","7"
"Nigeria","Sudan","2012","146","146","146","146"
"Nigeria","Togo","2012","24","24","24","24"
"Nigeria","Uganda","2012","2","2","2","2"
"Norway","Afghanistan","2012","5984","0","5984","0"
"Norway","Albania","2012","38","0","38","0"
"Norway","Algeria","2012","42","0","42","0"
"Norway","Angola","2012","165","0","165","0"
"Norway","Armenia","2012","22","0","22","0"
"Norway","Azerbaijan","2012","51","0","51","0"
"Norway","Bangladesh","2012","13","0","13","0"
"Norway","Belarus","2012","31","0","31","0"
"Norway","Belgium","2012","1","0","1","0"
"Norway","Benin","2012","3","0","3","0"
"Norway","Bhutan","2012","10","0","10","0"
"Norway","Bosnia and Herzegovina","2012","53","0","53","0"
"Norway","Brunei Darussalam","2012","1","0","1","0"
"Norway","Bulgaria","2012","8","0","8","0"
"Norway","Burkina Faso","2012","3","0","3","0"
"Norway","Burundi","2012","398","0","398","0"
"Norway","Cabo Verde","2012","1","0","1","0"
"Norway","Cambodia","2012","1","0","1","0"
"Norway","Cameroon","2012","26","0","26","0"
"Norway","Central African Rep.","2012","1","0","1","0"
"Norway","Chad","2012","4","0","4","0"
"Norway","Chile","2012","0","0","0","0"
"Norway","China","2012","656","0","656","0"
"Norway","Colombia","2012","27","0","27","0"
"Norway","Congo","2012","34","0","34","0"
"Norway","Côte d'Ivoire","2012","26","0","26","0"
"Norway","Croatia","2012","11","0","11","0"
"Norway","Cuba","2012","7","0","7","0"
"Norway","Dem. People's Rep. of Korea","2012","14","0","14","0"
"Norway","Dem. Rep. of the Congo","2012","299","0","299","0"
"Norway","Djibouti","2012","2","0","2","0"
"Norway","Ecuador","2012","3","0","3","0"
"Norway","Egypt","2012","18","0","18","0"
"Norway","El Salvador","2012","5","0","5","0"
"Norway","Equatorial Guinea","2012","1","0","1","0"
"Norway","Eritrea","2012","7129","0","7129","0"
"Norway","Estonia","2012","0","0","0","0"
